bin_left,bin_right,count,confidence,accuracy
0.0,0.06666666666666667,61235,0.015182188689237017,0.008050951253368173
0.06666666666666667,0.13333333333333333,2102,0.09234959024832876,0.02664129400570885
0.13333333333333333,0.2,839,0.16271399667328407,0.03456495828367104
0.2,0.26666666666666666,520,0.2307405412119753,0.051923076923076926
0.26666666666666666,0.3333333333333333,340,0.2992831191203639,0.05588235294117647
0.3333333333333333,0.4,316,0.3668024981828228,0.10443037974683544
0.4,0.4666666666666667,252,0.43227867814940374,0.15476190476190477
0.4666666666666667,0.5333333333333333,215,0.5008411066233371,0.15813953488372093
0.5333333333333333,0.6,206,0.5665488601776091,0.2087378640776699
0.6,0.6666666666666666,202,0.6329328978313097,0.25742574257425743
0.6666666666666666,0.7333333333333333,258,0.7020415758945597,0.24031007751937986
0.7333333333333333,0.8,234,0.7678265119708237,0.2905982905982906
0.8,0.8666666666666667,350,0.8353164507619868,0.44857142857142857
0.8666666666666667,0.9333333333333333,594,0.9046750686876885,0.5067340067340067
0.9333333333333333,1.0,6936,0.9851708412833352,0.7697520184544406
