bin_left,bin_right,count,confidence,accuracy
0.0,0.06666666666666667,62592,0.01653954885839825,0.00827581799591002
0.06666666666666667,0.13333333333333333,1320,0.09425692249940641,0.03484848484848485
0.13333333333333333,0.2,532,0.1640366040070443,0.043233082706766915
0.2,0.26666666666666666,342,0.23393057765940997,0.04093567251461988
0.26666666666666666,0.3333333333333333,271,0.29994384716584754,0.05166051660516605
0.3333333333333333,0.4,233,0.36366346515778897,0.0944206008583691
0.4,0.4666666666666667,180,0.4344097299674707,0.13333333333333333
0.4666666666666667,0.5333333333333333,159,0.49725723097069263,0.09433962264150944
0.5333333333333333,0.6,181,0.5654843993573153,0.16574585635359115
0.6,0.6666666666666666,230,0.631332975734405,0.1391304347826087
0.6666666666666666,0.7333333333333333,196,0.7013919134288552,0.25510204081632654
0.7333333333333333,0.8,208,0.7695594810179777,0.27884615384615385
0.8,0.8666666666666667,350,0.8362383296690691,0.40285714285714286
0.8666666666666667,0.9333333333333333,818,0.9058156805640849,0.5061124694376528
0.9333333333333333,1.0,6987,0.9804812606339952,0.7658508658938028
