model,threshold,record_test_accuracy,record_test_sensitivity,record_test_specificity,record_test_precision,record_test_f1,record_test_auroc,record_test_auprc,segment_test_accuracy,segment_test_sensitivity,segment_test_specificity,segment_test_precision,segment_test_f1,segment_test_auroc,segment_test_auprc
feature_logistic_regression,0.763,0.937370307489153,0.8430232558139535,0.9514415781487102,0.7213930348258707,0.7774798927613941,0.9542382750467586,0.8142174542278875,0.9434442820949343,0.8966232227488151,0.9481038218344215,0.6322715404699739,0.7415936791817236,0.9541939376840154,0.7683142289872696
